revenu_mensuel,depense_mensuelles,dettes_existantes,nbr_dependant,duree_emploie,situation_bancaire,note_financiere
5652.88,509.29,11914.8,5,10,faible,53
2114.33,647.75,8554.6,2,17,mauvais,41
5475.52,1635.74,9885.28,3,3,moyen,41
4744.38,3399.94,27281.44,1,19,bon,55
4991.6,3516.81,24693.7,0,6,bon,52
2078.48,1035.63,22060.37,1,3,mauvais,45
4546.6,3176.2,17993.43,5,3,excellent,47
5887.12,2006.85,7882.42,1,0,faible,60
5393.18,1414.16,12553.07,0,9,faible,65
2459.96,894.13,3489.61,1,20,mauvais,51
3994.83,2701.24,22416.53,5,7,faible,64
1981.68,1411.36,22819.85,5,7,excellent,56
3363.53,803.88,13274.45,3,20,mauvais,58
1877.98,1448.63,26790.9,1,17,moyen,45
5385.14,1068.51,13869.14,4,8,bon,37
3674.9,2475.1,23310.58,3,3,moyen,63
5412.44,730.18,16847.73,3,3,moyen,54
5497.21,1694.78,25107.37,0,1,excellent,40
2198.33,1238.98,3287.41,4,17,excellent,63
1331.39,547.22,27009.44,2,8,faible,40
5906.31,2732.72,13619.17,5,4,faible,38
4416.58,2760.77,25473.15,1,0,moyen,51
2257.24,1772.03,8561.04,4,9,mauvais,37
1848.89,674.47,7692.23,4,17,mauvais,42
3343.85,1631.7,5128.64,0,18,bon,38
1437.6,597.8,10567.84,3,7,mauvais,37
3957.36,2230.31,15908.61,1,8,mauvais,39
4380.89,538.43,5568.28,1,19,excellent,41
1350.65,663.02,25657.21,5,13,excellent,49
4270.67,2655.11,3834.44,0,19,mauvais,59
3612.73,1734.17,669.1,2,1,mauvais,62
3797.8,2796.46,24764.91,2,14,moyen,62
2289.79,560.75,20962.45,1,20,faible,44
2935.88,2190.81,7478.12,0,16,faible,56
1147.09,567.83,9525.43,4,14,bon,65
2863.53,867.13,21213.78,5,9,faible,36
3856.28,1326.97,10692.87,2,7,mauvais,52
3216.0,1472.58,12954.63,2,12,excellent,49
1587.58,966.96,5393.34,1,0,excellent,56
5257.15,1324.05,16083.05,5,19,bon,60
3940.24,1089.8,22000.52,0,0,moyen,46
2954.84,2340.51,28025.82,0,9,mauvais,49
1854.54,1242.73,19721.99,3,19,bon,51
4056.93,1801.44,29629.89,5,7,bon,45
3246.49,625.77,12724.48,1,5,faible,48
1008.75,522.54,20634.37,3,8,moyen,56
2220.96,858.15,11933.41,2,12,bon,53
3175.26,652.92,13047.51,2,12,faible,55
4578.54,3151.13,13167.32,5,19,faible,49
5553.15,2811.66,20920.61,5,16,excellent,54
3500.13,2414.82,20413.11,0,5,faible,46
2050.96,1365.19,18001.4,3,3,faible,64
5797.34,4142.8,19784.79,0,9,faible,45
5336.13,2548.15,21955.45,0,1,mauvais,50
2597.9,1760.04,5413.93,4,7,bon,50
1674.5,911.34,2447.6,3,9,bon,49
1483.12,563.96,19003.69,3,20,bon,52
3810.38,2515.43,1388.07,2,18,moyen,45
5320.24,3919.49,16343.57,0,16,moyen,45
3991.85,2492.9,20195.93,3,3,mauvais,35
5342.26,3760.3,5174.74,2,9,bon,64
1132.23,618.72,5633.7,5,0,mauvais,49
1225.63,633.55,4934.22,3,16,mauvais,41
2644.37,1292.73,6143.65,5,8,mauvais,49
5680.86,3727.07,1223.43,4,17,moyen,55
3227.93,1444.91,1317.73,1,0,moyen,38
2796.69,1227.89,11389.13,0,15,faible,45
3211.59,789.97,4647.57,3,14,excellent,42
5514.01,4106.64,16823.7,4,4,moyen,59
4016.44,591.24,14029.52,5,4,moyen,36
3818.19,2389.81,22531.11,1,20,moyen,65
2339.14,1041.13,9105.03,3,19,moyen,59
3703.43,1580.23,21142.86,4,2,faible,55
4231.64,3316.68,28077.41,2,18,faible,55
4298.75,1681.31,24793.96,4,6,bon,43
5449.8,3671.15,12765.94,4,7,excellent,59
1655.3,870.2,10707.48,1,14,bon,57
1048.59,632.59,855.01,2,12,excellent,37
5469.4,1658.33,25822.1,1,10,faible,60
1369.99,1064.56,9769.31,0,19,excellent,41
4109.22,1427.99,17070.82,1,11,mauvais,55
2068.96,513.36,25352.24,4,15,faible,41
3410.31,549.84,20397.18,3,9,mauvais,47
5958.95,3186.59,19518.64,5,13,bon,51
4301.4,676.12,26133.34,3,3,moyen,64
1569.59,943.17,13764.45,1,10,bon,41
1622.01,1213.94,2863.19,2,2,bon,50
1711.9,614.32,27417.58,4,5,faible,43
1738.78,1369.21,11208.06,2,17,bon,46
2479.8,1259.21,2638.16,4,0,mauvais,39
5846.62,868.02,23067.23,5,10,faible,63
4461.61,801.87,19629.86,5,14,bon,65
5962.2,822.07,1598.97,0,19,moyen,90
4106.21,2519.61,16335.87,5,3,moyen,61
5713.68,2919.7,13118.57,3,8,mauvais,61
5343.14,3430.3,9963.94,2,17,excellent,61
4549.11,2943.15,9709.67,4,12,bon,46
3000.43,616.27,26143.5,0,1,mauvais,42
1450.24,939.97,6504.72,0,2,bon,55
1074.95,815.78,833.24,4,7,mauvais,51
4642.92,1502.47,29523.49,4,3,excellent,54
5858.95,724.73,4591.81,5,7,moyen,50
3767.57,735.34,26013.62,2,4,bon,64
2336.02,778.53,11540.53,1,18,faible,55
4375.97,2389.43,6310.38,0,16,faible,49
1022.57,787.23,20510.44,4,1,mauvais,64
2058.32,727.5,28879.47,4,14,faible,48
5857.81,3443.5,26007.61,2,17,excellent,63
4641.04,2694.15,1104.85,5,20,moyen,59
5901.2,4434.89,3928.48,4,15,faible,43
2195.81,1127.55,2802.69,0,11,mauvais,45
1224.95,624.78,16989.9,3,4,excellent,55
2342.45,981.04,7756.31,1,7,bon,51
5776.82,940.51,25816.8,1,19,moyen,60
4585.0,506.15,3375.14,3,1,mauvais,55
1039.83,626.68,15635.78,0,6,bon,41
4376.68,3367.79,2428.62,0,17,faible,38
3227.72,1922.15,3214.75,1,18,mauvais,58
2622.88,1398.33,19703.35,2,4,mauvais,61
1173.96,639.64,11183.55,4,11,mauvais,59
4603.48,910.74,7215.69,1,19,moyen,44
4374.44,2856.54,14753.38,4,0,faible,62
4880.16,3201.8,17304.67,5,0,bon,39
5280.04,1565.33,23270.52,5,11,bon,37
2017.08,990.63,29707.94,1,15,bon,51
4632.48,1982.41,14226.77,5,7,bon,53
1493.92,1182.87,20853.63,4,10,moyen,42
5866.87,3419.96,24584.42,1,20,excellent,43
1681.12,757.46,5052.57,2,20,bon,44
3203.8,1425.34,12791.79,1,13,faible,50
4296.12,2849.03,3082.21,0,13,faible,51
5768.55,1298.79,3543.87,3,19,bon,39
5496.94,712.05,6470.73,0,0,mauvais,63
1619.96,913.09,8621.59,2,8,mauvais,50
5876.54,526.82,20613.23,4,2,faible,45
1522.46,689.7,14825.42,2,13,mauvais,63
3620.19,1709.69,24108.21,4,7,bon,46
3876.54,2925.04,2179.55,1,9,mauvais,42
2064.84,577.89,1399.6,3,11,moyen,57
3957.26,1741.46,18143.61,3,0,excellent,59
5744.7,2380.35,21562.58,2,8,moyen,63
5454.54,1191.92,29650.43,3,18,mauvais,55
1273.79,734.95,6826.65,1,10,mauvais,60
2701.57,1203.09,23683.22,0,19,excellent,35
3300.65,2098.73,26903.04,3,2,faible,40
2488.62,1347.64,25049.2,1,17,moyen,57
4480.72,2000.06,10065.85,0,12,mauvais,40
3190.44,1998.44,5233.51,0,8,bon,38
3631.31,1690.13,7801.56,0,3,faible,41
3320.63,1290.54,16356.75,3,2,faible,51
2939.18,925.16,19916.95,4,16,bon,56
1680.22,659.11,14193.04,4,17,moyen,56
1957.66,1106.89,27259.68,3,12,bon,49
4720.93,649.99,14398.56,4,0,faible,50
3766.53,2241.72,29620.81,1,2,bon,40
1654.54,604.63,28448.91,2,14,faible,58
2672.69,1055.22,4138.26,5,18,mauvais,42
4141.37,1508.57,10427.65,4,1,mauvais,48
1984.38,925.74,10623.98,5,5,faible,44
3093.14,2292.24,12706.5,3,11,mauvais,47
5727.72,1348.12,19415.77,1,18,excellent,42
1302.14,620.5,6294.19,0,20,bon,35
3316.32,2047.97,27334.5,3,3,excellent,41
1014.05,500.86,10856.98,4,2,bon,55
4088.97,1060.37,25378.88,2,10,faible,44
3318.04,838.99,3342.55,2,6,bon,54
5204.83,591.63,27261.77,2,0,moyen,56
4195.83,1564.26,5430.36,2,10,excellent,50
5666.01,4451.6,22828.83,2,11,mauvais,63
2395.05,1359.65,7368.7,3,14,faible,40
4255.66,3381.48,28278.61,1,8,bon,51
4761.69,2658.61,22583.87,2,8,faible,59
5384.43,2882.82,15113.47,0,0,excellent,40
2696.95,2045.33,9544.73,5,17,excellent,37
4804.95,2916.72,15397.21,4,19,excellent,49
2338.34,1381.56,384.39,2,6,faible,48
1958.54,724.95,1268.98,2,0,bon,36
1980.04,612.62,15387.55,5,14,bon,47
2662.69,1499.88,3001.14,5,2,faible,60
5153.99,2722.87,9037.11,1,6,mauvais,41
5729.55,4121.53,27984.0,2,11,excellent,49
5787.58,1265.6,26062.32,1,0,bon,48
4077.68,741.43,24776.61,3,16,moyen,41
2076.92,848.1,29414.88,3,16,faible,45
1893.05,673.5,25650.58,2,3,bon,44
5433.25,3713.42,355.71,1,7,faible,75
5121.05,2203.01,8071.38,4,1,bon,55
5445.96,975.83,15614.69,0,14,mauvais,47
3790.44,830.54,17784.52,4,15,moyen,52
3770.7,2117.06,28280.27,2,3,moyen,45
4669.55,3411.82,28765.42,5,4,bon,59
4078.35,2915.37,17292.96,0,5,moyen,55
2081.9,1396.69,5141.55,0,19,faible,57
5727.24,1588.26,29847.68,5,15,bon,55
5003.75,2774.83,13551.98,4,5,moyen,53
5900.13,2413.5,5512.91,4,4,faible,36
1479.08,1133.15,10457.53,2,16,moyen,61
2614.08,599.05,6845.96,2,2,moyen,60
1865.54,552.49,17197.66,2,9,moyen,51
1426.24,766.2,23171.94,0,12,faible,40
2678.26,1876.67,13374.73,0,17,moyen,60
1669.14,824.89,18436.63,2,13,faible,39
5294.63,3019.96,25640.4,3,14,faible,40
3973.19,1711.03,11361.66,3,4,mauvais,45
2499.6,620.14,453.18,2,0,bon,73
4034.01,2776.37,5223.31,0,20,bon,45
2112.38,1469.57,25666.31,5,12,faible,39
3749.37,649.66,23771.12,0,2,mauvais,65
2136.08,539.46,14309.34,4,2,bon,46
3776.37,2746.78,11309.28,1,0,faible,35
2701.71,738.08,15222.81,0,12,excellent,50
2930.17,1083.96,6710.93,5,12,faible,43
2528.62,1000.95,16544.23,2,20,excellent,50
5558.59,996.49,233.56,5,17,faible,95
3494.82,2012.38,1081.06,1,14,mauvais,36
4315.28,2069.92,15738.91,2,6,bon,39
4924.07,2177.89,5235.33,5,16,faible,41
1329.75,1051.93,29957.57,4,4,excellent,51
3244.09,803.33,22655.84,1,18,bon,51
1726.75,619.07,5500.56,0,0,mauvais,55
5855.19,4603.26,25280.72,2,7,mauvais,38
1934.29,728.22,27901.2,2,7,faible,55
3165.6,2241.09,15384.84,1,10,moyen,36
1539.24,740.61,12134.55,0,2,moyen,55
5134.27,3994.48,22190.58,0,7,moyen,57
4358.87,1957.85,8851.89,1,11,mauvais,43
4801.19,2514.35,4660.83,3,1,moyen,43
4655.11,3275.63,10527.4,2,16,excellent,55
4973.52,1219.76,10374.09,4,1,faible,38
3966.1,2704.11,6338.87,3,19,moyen,53
5952.99,3221.99,789.77,5,13,bon,57
1205.05,665.64,22031.53,2,8,mauvais,42
1116.31,661.95,11648.96,3,3,excellent,63
3395.29,1615.21,14859.79,1,5,bon,63
1421.61,777.62,10428.94,4,8,mauvais,49
2327.62,1284.83,23950.49,3,14,excellent,48
3676.64,1226.76,16700.78,0,1,faible,45
2135.56,1059.27,12819.73,4,0,bon,56
1676.56,717.28,29257.05,2,14,excellent,46
4476.19,2507.95,24609.13,5,8,bon,61
5533.0,1611.69,8034.16,5,1,bon,39
1260.86,810.21,11140.77,2,13,faible,51
3771.11,1107.67,12711.31,3,8,faible,61
4341.09,1294.43,14227.72,5,14,faible,36
1267.36,605.41,2100.2,1,9,mauvais,38
3652.01,2315.54,1689.15,5,16,excellent,55
4444.59,3297.2,3116.9,5,6,bon,52
5004.88,3971.23,24.12,5,14,faible,76
4197.24,2096.57,6600.14,2,1,moyen,63
2196.31,713.58,21401.36,5,18,bon,47
4505.85,1550.23,25115.08,0,18,excellent,37
1051.13,551.04,15753.11,4,8,faible,45
3684.09,2613.64,22451.67,5,0,faible,46
2377.08,1434.77,4376.03,4,13,excellent,47
4042.24,1791.3,16972.35,3,15,faible,49
5646.61,1141.01,4216.2,0,4,faible,44
4752.95,3075.5,20081.32,3,20,excellent,36
2931.02,1707.08,13517.46,1,10,faible,64
5011.31,2901.15,9632.39,1,20,faible,62
1327.4,993.06,8631.1,5,1,excellent,45
1102.01,505.6,25710.84,3,12,mauvais,39
3588.75,2442.34,12866.14,2,16,moyen,36
4249.34,1331.8,28907.96,1,15,faible,52
4705.34,934.0,19649.57,2,12,bon,63
5961.19,3520.75,13044.8,4,19,bon,51
2106.76,961.87,10067.78,0,10,mauvais,47
4688.62,688.65,5486.98,1,2,mauvais,41
1534.15,905.27,25524.84,3,18,bon,38
3747.34,2368.43,19742.86,2,20,bon,54
4022.01,968.93,15840.76,3,11,faible,58
3155.36,566.66,7971.14,1,15,moyen,65
1189.54,615.68,7629.98,5,2,faible,47
5626.93,4440.02,24124.37,5,16,excellent,37
2577.17,1357.6,10619.51,3,11,excellent,41
1418.2,717.13,22314.88,0,17,excellent,53
1823.52,793.83,22892.57,4,6,faible,57
1988.68,571.79,24126.99,4,19,mauvais,47
3171.8,1369.11,27356.39,5,18,bon,44
1294.39,936.97,19542.61,5,1,excellent,45
5261.77,1359.24,5049.83,4,13,faible,35
1037.61,742.27,24423.72,0,0,excellent,60
1118.9,651.44,15139.99,0,12,moyen,43
4269.37,1860.8,22224.22,1,20,excellent,45
1698.49,1322.7,17056.86,0,14,faible,54
1701.49,1015.49,7595.26,0,16,faible,65
1160.09,684.93,15950.37,2,6,bon,36
5196.77,2582.76,3806.98,0,4,excellent,57
4472.24,2425.92,656.88,3,6,moyen,68
5974.68,2633.57,26527.43,1,3,faible,37
3640.42,2807.24,18617.3,3,16,faible,59
5404.07,3832.35,2297.06,4,9,faible,38
1065.03,651.91,5013.52,4,10,bon,58
5594.11,3616.3,17468.4,0,9,faible,51
1621.73,784.16,1156.3,1,16,moyen,40
1449.86,607.29,25481.42,1,10,moyen,51
5528.46,3893.56,23597.62,5,3,mauvais,43
3297.61,813.42,12054.78,2,18,mauvais,49
1241.67,552.39,12031.45,5,13,moyen,43
1210.01,813.74,14243.37,5,14,mauvais,59
5985.16,1348.83,25489.86,3,2,mauvais,51
4218.59,1200.84,5527.16,3,4,faible,49
1878.97,631.69,5558.06,1,5,bon,46
1649.53,1228.19,5267.98,4,6,faible,49
2350.15,1753.44,4356.22,2,15,mauvais,62
2907.35,1957.44,7535.29,4,3,excellent,63
2573.56,1520.83,16793.25,2,6,excellent,57
3379.63,2101.46,9563.27,3,7,moyen,55
2087.7,633.35,25165.34,3,5,mauvais,44
2321.35,938.24,21753.92,1,6,bon,54
3542.98,2722.49,1815.5,5,5,moyen,39
1015.04,617.97,11343.75,1,5,mauvais,38
4693.9,2337.88,21546.16,2,14,moyen,65
2201.28,1279.66,17272.03,3,10,bon,42
4776.5,681.15,10892.13,2,14,moyen,58
1632.61,545.19,2513.16,2,12,bon,55
3910.12,851.47,13070.95,1,8,moyen,52
5295.72,520.74,7342.66,3,0,excellent,61
3711.75,587.32,800.54,1,3,moyen,92
4267.21,1548.25,16617.41,0,19,excellent,37
1911.76,939.12,9019.07,5,10,mauvais,55
3651.25,2308.89,6664.43,2,20,excellent,57
5961.32,2187.84,10956.45,0,15,bon,61
2358.3,1723.24,5616.19,0,9,bon,60
3974.58,807.27,23665.67,3,11,faible,47
3626.52,2293.56,754.09,2,2,mauvais,40
3572.72,1031.65,12798.67,5,11,excellent,65
3698.44,891.13,2016.02,4,16,bon,55
2100.87,1655.05,9909.71,0,1,faible,52
2030.4,1269.05,14967.8,4,2,bon,60
2475.8,1346.16,15517.49,1,6,mauvais,55
1170.15,669.11,24148.11,1,5,faible,58
1918.73,1308.54,810.31,5,17,faible,38
1001.3,587.81,25204.21,4,14,faible,39
4013.61,1772.9,29003.7,3,8,moyen,48
4960.9,565.26,13978.65,5,18,excellent,62
1166.67,656.33,1205.08,0,3,mauvais,41
1579.11,900.32,17444.71,5,1,mauvais,60
5404.21,1256.79,17929.11,2,15,mauvais,42
4175.33,1398.06,25254.85,0,0,excellent,54
5262.0,570.91,21539.18,0,4,mauvais,44
2211.35,1008.09,7525.13,1,11,faible,61
3549.06,1116.64,10554.67,4,14,moyen,39
1257.54,586.7,9866.63,4,15,excellent,55
5415.9,1830.24,13130.92,2,4,mauvais,44
3168.35,1562.79,12186.15,0,0,bon,56
5592.95,1376.62,3197.44,2,8,mauvais,75
2300.91,1077.9,3600.97,0,7,bon,54
3742.06,525.46,20713.6,1,17,mauvais,41
4603.71,699.92,25113.33,2,1,bon,45
1575.95,661.35,2162.64,2,4,excellent,41
2977.6,754.27,930.82,0,4,bon,75
1365.8,842.46,25274.93,1,2,excellent,54
1306.94,708.21,7670.88,5,3,mauvais,46
4550.33,544.68,26874.33,3,19,bon,40
3578.69,1690.89,3484.92,2,3,moyen,39
1331.56,864.12,10153.14,2,16,bon,45
4983.66,1963.02,25098.79,5,11,faible,51
4769.74,3097.5,20857.05,4,0,excellent,59
3797.06,2759.14,13391.93,0,3,moyen,46
2800.66,910.85,29884.99,3,15,bon,64
2519.04,1735.19,1067.86,3,17,excellent,41
2063.97,1306.54,18106.34,0,3,faible,55
1630.69,1244.36,14021.62,3,18,faible,47
5757.93,2547.88,13342.23,3,17,moyen,55
2863.21,1979.11,28662.13,4,1,excellent,49
2755.35,2014.08,15466.59,5,7,moyen,43
5998.71,3212.31,22982.01,3,2,moyen,65
3506.29,2296.07,5523.74,5,19,faible,44
4114.12,2089.1,27232.96,5,14,faible,53
4772.92,1225.94,14740.93,4,17,mauvais,56
2976.69,2324.82,29738.17,3,9,mauvais,61
1283.26,873.35,15018.98,5,7,mauvais,65
4844.68,1810.89,28149.56,5,3,bon,38
3982.27,947.06,5031.12,3,18,excellent,63
1440.63,992.27,11025.63,4,18,bon,52
3549.25,2817.37,25312.97,2,19,mauvais,37
3592.59,725.78,8550.62,2,20,mauvais,42
3386.58,1946.07,26219.31,4,2,faible,41
1996.43,1148.03,22040.31,1,0,faible,55
4326.13,3234.95,5797.28,2,20,excellent,42
2775.5,1995.06,26126.87,5,10,excellent,55
5445.23,2966.34,3768.54,1,2,faible,40
3105.82,2477.69,4009.74,4,15,faible,40
2269.23,1403.27,26854.76,1,10,excellent,39
1018.72,577.71,17209.05,0,15,moyen,49
5837.16,3428.1,1909.15,4,20,moyen,65
5598.62,573.5,8236.66,1,3,bon,50
5824.61,4050.2,29940.57,2,0,moyen,47
2021.46,1527.58,11742.26,4,4,moyen,61
2455.78,1469.98,3332.37,4,15,mauvais,55
2951.57,532.99,24202.02,2,15,excellent,61
3081.02,751.69,21030.05,2,13,mauvais,65
5522.98,1477.21,24249.4,1,16,mauvais,37
4723.22,560.84,4818.09,1,8,faible,56
5441.47,2178.23,4849.52,0,4,faible,54
3984.36,571.77,24803.0,4,0,bon,47
1544.01,583.92,18183.89,2,8,moyen,42
3647.72,1834.87,25666.51,3,6,bon,44
1118.08,709.47,5248.99,2,11,faible,64
5456.67,3026.3,23586.06,4,1,mauvais,47
1303.49,641.51,23377.91,4,17,bon,37
2421.94,1646.06,10761.54,1,19,mauvais,42
2770.42,2126.24,10105.9,1,2,bon,62
2470.34,1579.32,12286.25,4,5,mauvais,59
3776.45,1652.72,21360.69,3,13,bon,40
5806.41,3464.03,2193.89,0,19,moyen,65
3244.68,1674.79,7035.84,4,17,mauvais,55
1785.36,1273.79,6374.13,5,16,moyen,46
1500.78,1071.17,12670.83,4,10,faible,49
1943.56,848.55,4764.91,5,0,bon,58
2422.89,752.47,24054.35,3,12,mauvais,63
5255.06,1389.34,19392.89,5,7,bon,62
3589.39,1866.6,12296.37,2,15,mauvais,55
1565.74,701.2,4070.09,5,16,moyen,61
5509.84,595.67,21527.1,2,12,excellent,36
3641.67,995.31,14639.77,1,1,mauvais,58
2097.41,1499.32,24314.91,1,19,faible,52
2522.32,1350.21,29081.09,1,0,moyen,60
2668.86,1431.29,18087.21,5,8,bon,65
5170.31,2181.16,5763.77,2,14,moyen,42
5724.19,3356.84,11500.36,4,19,bon,42
3224.15,1813.91,13863.87,4,5,faible,64
4212.48,647.89,27493.68,5,19,excellent,62
1555.18,1214.62,24302.44,1,17,excellent,46
3730.25,1626.26,23429.3,0,3,excellent,52
5532.76,2107.27,5310.39,5,8,moyen,58
3574.93,1343.7,22149.24,4,15,mauvais,39
4298.31,2809.83,10671.5,3,0,faible,39
1815.87,870.06,2787.09,2,6,mauvais,55
5072.41,3653.57,16616.03,1,17,mauvais,57
5660.45,1853.81,13684.11,5,19,moyen,38
4455.36,2351.5,2204.71,1,8,excellent,43
5963.64,4053.54,7713.54,4,2,excellent,61
3087.4,504.58,23870.72,4,15,faible,40
1871.27,1038.07,28214.82,0,15,moyen,48
2557.65,1192.72,23801.06,5,14,faible,65
4663.09,2147.31,8911.01,4,3,excellent,48
2208.78,648.53,15205.96,4,20,bon,57
3616.35,2846.87,4570.79,1,1,faible,43
5724.04,3080.8,17472.27,4,6,bon,53
2691.85,1923.72,15977.57,5,0,bon,51
5715.23,1417.35,29891.41,1,9,mauvais,61
5250.8,3099.56,22801.98,3,12,bon,42
3443.07,1739.55,9969.49,3,4,bon,43
1595.88,1040.94,1022.33,1,9,moyen,63
4508.93,1724.05,18093.52,0,7,moyen,58
2842.64,979.93,25700.9,4,4,mauvais,50
5416.09,3695.06,885.18,0,17,faible,65
1090.89,832.09,117.0,5,2,faible,42
4233.6,2502.75,20946.77,0,3,excellent,43
2220.49,1230.15,22629.66,3,12,mauvais,35
3191.41,1366.18,13420.22,5,17,faible,44
4954.76,3271.05,15131.31,2,7,faible,65
4773.75,3768.19,14659.12,3,1,faible,51
4973.71,1861.29,2117.24,0,15,bon,61
3202.84,1625.08,26265.5,3,8,mauvais,43
4077.71,3241.87,1284.5,3,4,mauvais,53
2850.52,1550.49,15358.51,4,19,faible,57
3346.9,1538.3,23327.93,3,6,faible,45
1941.0,1053.45,16099.07,3,0,faible,46
4877.94,1948.63,8640.58,5,18,mauvais,60
3435.38,2429.88,6272.84,1,18,bon,49
1182.77,601.33,3402.61,4,13,mauvais,47
1700.99,782.31,6931.81,5,8,excellent,62
3062.66,2142.49,19871.71,5,0,excellent,50
4979.41,3769.22,2671.96,2,3,faible,38
3596.95,2336.36,11073.36,2,15,moyen,37
4854.39,1825.4,11503.37,3,13,faible,59
2578.61,1686.44,20464.89,3,20,faible,45
5042.04,1237.49,18659.22,3,17,bon,55
2590.49,1231.03,2637.07,5,19,bon,62
5511.78,849.34,19979.66,4,7,bon,63
4722.39,1610.29,16298.64,0,20,excellent,55
1532.46,663.84,14659.49,3,20,moyen,40
1789.06,1140.77,23339.18,1,11,moyen,44
5363.33,1712.69,29681.72,0,13,faible,37
4469.31,901.95,3333.92,5,11,faible,36
2811.58,1276.29,14276.09,4,16,excellent,58
4492.53,805.03,14330.51,4,18,mauvais,40
4327.26,3239.84,5808.29,5,10,excellent,53
3534.83,2024.08,26986.41,4,17,faible,52
3292.64,1459.01,18363.64,0,3,moyen,47
5241.13,1001.69,6626.98,0,8,bon,45
2604.99,1179.16,7.62,1,13,faible,61
1835.1,1398.88,14937.11,1,8,moyen,47
4506.94,2087.23,4331.82,4,8,moyen,39
4881.61,1989.61,16773.7,5,0,faible,62
5269.17,3353.74,24494.64,1,12,faible,40
2441.9,1946.61,22647.25,0,17,faible,47
3932.46,1950.12,16395.76,0,10,excellent,45
4879.27,595.43,13295.66,4,11,mauvais,55
3941.77,1680.16,13319.35,3,0,faible,46
5703.3,2621.87,15964.25,4,9,mauvais,39
2059.24,1216.52,6119.83,2,19,moyen,43
5081.11,2730.62,14186.38,5,11,bon,55
1559.17,730.33,23323.23,1,3,moyen,35
2914.31,1289.76,7039.49,4,0,moyen,36
5529.66,3746.03,22237.66,2,3,excellent,43
2941.78,1361.11,7023.65,2,14,bon,54
4177.31,2457.07,1425.78,3,4,excellent,60
3917.81,2000.86,13876.96,2,19,excellent,39
4034.21,2739.79,19079.27,2,6,excellent,65
2445.14,1831.88,14727.86,0,19,faible,47
1277.93,557.08,16412.0,1,12,moyen,36
4664.03,787.95,20094.26,3,17,faible,35
1490.73,676.41,29001.26,5,18,bon,35
1860.51,755.46,23532.06,4,8,moyen,39
3567.98,2029.08,3817.05,3,2,mauvais,56
1204.31,893.9,18357.58,4,16,mauvais,45
3265.38,2545.35,3826.61,5,14,excellent,38
4057.97,2357.98,4540.15,2,3,excellent,39
5445.83,3723.01,15287.79,4,5,mauvais,36
1099.0,600.22,12415.59,4,5,faible,60
2947.48,2254.81,6029.6,4,7,mauvais,53
2245.47,1080.93,12863.96,2,19,moyen,50
3970.13,2004.15,16120.58,4,17,bon,60
2950.79,1554.69,12295.27,2,13,moyen,52
2365.74,1631.87,10787.05,5,1,faible,49
2654.83,688.47,19429.74,1,2,bon,42
5996.26,1108.47,10371.4,5,7,moyen,45
4708.27,2084.42,8051.99,4,18,excellent,40
3629.95,2182.59,9852.07,3,13,faible,39
3168.52,1237.06,2914.69,5,17,excellent,53
1125.58,700.33,18535.79,5,7,mauvais,37
2419.42,840.22,12589.54,1,19,mauvais,52
5258.27,896.67,29806.55,4,11,bon,37
4064.76,2187.78,4390.46,2,7,faible,44
3792.47,2544.66,12772.46,5,5,mauvais,42
5662.66,3781.42,20060.92,3,20,faible,63
1863.81,571.98,26078.87,5,9,faible,37
3146.74,2222.59,17993.13,2,2,excellent,36
3075.53,789.69,9503.8,4,15,excellent,40
3776.8,1018.09,24603.94,4,20,moyen,48
3750.52,1033.78,2488.95,1,3,bon,51
2359.43,959.36,20187.86,1,5,bon,43
1607.86,993.82,24800.28,2,1,mauvais,42
3814.57,1274.98,8515.93,2,1,excellent,46
1693.78,1227.24,9806.8,4,18,excellent,47
5857.53,3723.75,9349.92,3,11,excellent,55
5210.49,2167.9,12098.69,0,7,bon,43
3531.34,825.17,28426.45,0,11,moyen,44
4765.23,3207.66,12886.87,1,0,mauvais,35
2203.19,1720.84,16206.69,3,14,moyen,45
5338.72,1762.5,12623.79,4,13,mauvais,47
3318.82,1261.62,9680.05,4,20,excellent,40
3869.22,792.7,15399.3,0,4,moyen,52
2548.01,596.13,19164.39,4,4,bon,48
4796.52,3543.18,23229.17,3,5,excellent,39
1328.55,589.35,26229.77,5,4,faible,46
1910.66,521.73,4634.32,0,16,moyen,46
3977.61,2550.81,7071.82,0,5,bon,45
3258.34,659.14,16152.33,2,18,faible,47
5129.13,705.38,3001.34,0,6,faible,83
1147.43,545.16,28175.55,3,14,bon,37
1097.29,838.91,12798.66,4,8,mauvais,63
5027.65,2631.98,25651.77,2,8,excellent,38
4129.38,3252.65,26201.39,3,15,moyen,48
4834.78,2578.29,771.48,2,8,mauvais,83
3187.66,1723.38,27811.62,3,12,bon,64
5404.86,1599.36,5488.07,4,20,moyen,54
4590.26,1310.95,6811.86,0,2,faible,55
2183.65,1316.11,24613.27,3,11,excellent,58
3907.28,701.79,8610.91,5,9,faible,38
2138.53,590.31,9440.22,0,19,mauvais,40
1049.83,757.57,24511.6,3,12,bon,38
2241.27,1718.27,8111.97,0,4,excellent,48
2987.95,2228.49,21404.74,1,17,moyen,49
3241.64,965.33,6181.69,5,18,bon,61
4043.0,761.82,9053.1,0,0,bon,42
3563.25,2373.03,27826.14,4,3,faible,52
4491.05,1139.76,21022.77,2,7,faible,55
4559.83,2299.68,27106.29,1,10,bon,55
